   0,1.047947e+00,inf,nan,  91
   1,1.047947e+00,inf,nan,  99
   2,1.047947e+00,inf,nan,  99
   3,1.047947e+00,inf,nan,  99
   4,1.047861e+00,inf,nan,  99
   5,1.014120e+00,inf,nan,  99
   6,1.014120e+00,2.410391e+00,4.193058e+00, 100
   7,1.014120e+00,4.926449e+00,3.274860e+01, 100
   8,1.014120e+00,1.845592e+00,3.123850e+00, 100
   9,1.014120e+00,1.960980e+00,3.483609e+00, 100
  10,1.014120e+00,inf,nan,  99
  11,1.014120e+00,1.793149e+00,3.126558e+00, 100
  12,1.014120e+00,inf,nan,  99
  13,1.014120e+00,2.438953e+00,4.217795e+00, 100
  14,1.014120e+00,7.661409e+03,1.079958e+05, 100
  15,1.014120e+00,7.179107e+00,5.448657e+01, 100
  16,1.014120e+00,1.288344e+02,1.685532e+03, 100
  17,1.014120e+00,3.744823e+05,5.173550e+06, 100
  18,1.014120e+00,inf,nan,  99
  19,1.014120e+00,inf,nan,  99
  20,1.014120e+00,inf,nan,  99
  21,1.014120e+00,3.667149e+05,5.172973e+06, 100
  22,1.013236e+00,3.668267e+05,5.172965e+06, 100
  23,1.013236e+00,1.945749e+06,1.853383e+07, 100
  24,1.013236e+00,inf,nan,  99
  25,1.013236e+00,inf,nan,  99
  26,1.013236e+00,inf,nan,  99
  27,1.013236e+00,inf,nan,  99
  28,8.989443e-01,3.667108e+05,5.172973e+06, 100
  29,8.989443e-01,inf,nan,  99
  30,8.989443e-01,inf,nan,  99
  31,8.989443e-01,2.415393e+02,2.376033e+03, 100
  32,8.989443e-01,inf,nan,  99
  33,8.989443e-01,inf,nan,  99
  34,8.989443e-01,inf,nan,  98
  35,8.989443e-01,inf,nan,  99
  36,8.989443e-01,inf,nan,  99
  37,8.989443e-01,1.067537e+06,8.658926e+06, 100
  38,8.989443e-01,inf,nan,  99
  39,8.989443e-01,inf,nan,  99
  40,8.989443e-01,inf,nan,  99
  41,8.989443e-01,inf,nan,  99
  42,8.989443e-01,inf,nan,  99
  43,8.989443e-01,inf,nan,  99
  44,8.989443e-01,inf,nan,  99
  45,8.989443e-01,inf,nan,  99
  46,8.647270e-01,inf,nan,  97
  47,8.647270e-01,inf,nan,  96
  48,8.647270e-01,inf,nan,  99
  49,8.647270e-01,inf,nan,  97
  50,8.647270e-01,inf,nan,  99
  51,8.647270e-01,inf,nan,  99
  52,8.647270e-01,inf,nan,  99
  53,8.647270e-01,1.133941e+01,5.960236e+01, 100
  54,8.647270e-01,6.142133e+00,3.363120e+01, 100
  55,8.647270e-01,2.164846e+05,3.053802e+06, 100
  56,8.647270e-01,4.150953e+00,7.535388e+00, 100
  57,8.647270e-01,3.648577e+00,1.013075e+01, 100
  58,8.647270e-01,1.280181e+01,1.365023e+02, 100
  59,8.647270e-01,7.772770e+06,1.086313e+08, 100
  60,8.647270e-01,2.069008e+13,2.918694e+14, 100
  61,8.647270e-01,inf,nan,  99
  62,8.647270e-01,3.760034e+00,1.012438e+01, 100
  63,8.647270e-01,inf,nan,  99
  64,8.647270e-01,1.522075e+01,7.676216e+01, 100
  65,8.647270e-01,4.917297e+00,1.582545e+01, 100
  66,8.647270e-01,1.214053e+01,6.492286e+01, 100
  67,8.647270e-01,1.166919e+01,6.660324e+01, 100
  68,8.647270e-01,2.958135e+00,5.068818e+00, 100
  69,8.647270e-01,4.829064e+00,1.577465e+01, 100
  70,8.647270e-01,2.121396e+01,1.774328e+02, 100
  71,8.647270e-01,1.219834e+06,1.720763e+07, 100
  72,8.647270e-01,1.423023e+01,8.069416e+01, 100
  73,8.647270e-01,1.766160e+02,2.419466e+03, 100
  74,8.647270e-01,9.350773e+07,1.319089e+09, 100
  75,8.647270e-01,8.134931e+00,4.973969e+01, 100
  76,8.647270e-01,4.410546e+00,1.530184e+01, 100
  77,8.647270e-01,inf,nan,  99
  78,8.647270e-01,7.388974e+00,4.120070e+01, 100
  79,8.647270e-01,9.022369e+00,4.753881e+01, 100
  80,8.647270e-01,1.002776e+02,1.233602e+03, 100
  81,8.647270e-01,7.640114e+00,4.923600e+01, 100
  82,8.647270e-01,2.586666e+06,3.648932e+07, 100
  83,8.647270e-01,1.855219e+01,1.388924e+02, 100
  84,8.647270e-01,3.977465e+00,1.320158e+01, 100
  85,8.647270e-01,3.693599e+16,5.210462e+17, 100
  86,8.647270e-01,5.603317e+00,3.814280e+01, 100
  87,8.647270e-01,1.956218e+12,2.759574e+13, 100
  88,8.647270e-01,4.025842e+00,1.030701e+01, 100
  89,8.647270e-01,inf,nan,  99
  90,8.647270e-01,inf,nan,  99
  91,8.647270e-01,inf,nan,  99
  92,8.647270e-01,inf,nan,  99
  93,8.647270e-01,inf,nan,  99
  94,8.647270e-01,1.584687e+01,8.938955e+01, 100
  95,8.647270e-01,4.510325e+00,1.343845e+01, 100
  96,8.647270e-01,inf,nan,  99
  97,8.647270e-01,1.035565e+06,1.073683e+07, 100
  98,8.647270e-01,8.799300e+00,5.490586e+01, 100
  99,8.647270e-01,1.974603e+03,2.746399e+04, 100
 100,8.647270e-01,3.628051e+00,1.008338e+01, 100
 101,8.647270e-01,7.940132e+00,4.141610e+01, 100
 102,8.647270e-01,1.253858e+02,1.684681e+03, 100
 103,8.647270e-01,inf,nan,  99
 104,8.647270e-01,9.326435e+00,5.551922e+01, 100
 105,8.647270e-01,6.449923e+02,9.018802e+03, 100
 106,8.647270e-01,1.822206e+01,8.823474e+01, 100
 107,8.647270e-01,3.190586e+27,4.450365e+28, 100
 108,8.647270e-01,2.170060e+03,2.885590e+04, 100
 109,8.647270e-01,1.588274e+20,2.240536e+21, 100
 110,8.647270e-01,inf,nan,  99
 111,8.647270e-01,5.414595e+05,5.719131e+06, 100
 112,8.647270e-01,3.591323e+00,1.118878e+01, 100
 113,8.647270e-01,1.237394e+02,1.684283e+03, 100
 114,8.647270e-01,1.747596e+05,2.465151e+06, 100
 115,8.647270e-01,3.667117e+05,5.172973e+06, 100
 116,8.647270e-01,1.267634e+01,6.996429e+01, 100
 117,8.647270e-01,2.240839e+30,3.161093e+31, 100
 118,8.647270e-01,inf,nan,  99
 119,8.647270e-01,5.595587e+00,3.815606e+01, 100
 120,8.647270e-01,9.024822e+00,5.440855e+01, 100
 121,8.647270e-01,inf,nan,  99
 122,8.647270e-01,1.457132e+01,8.342220e+01, 100
 123,8.647270e-01,3.667120e+05,5.172973e+06, 100
 124,8.647270e-01,inf,nan,  99
 125,8.647270e-01,5.122607e+00,1.794376e+01, 100
 126,8.647270e-01,2.522557e+02,3.421277e+03, 100
 127,8.647270e-01,1.019835e+01,5.483064e+01, 100
 128,8.647270e-01,3.693599e+16,5.210462e+17, 100
 129,8.647270e-01,3.020917e+00,5.961378e+00, 100
